143992 elementi trovati.
da tenermi : 32
da tenersi : 96
date non : 16
date pena : 16
date per : 32
date punto : 16
date queste : 16
da tergo : 16
da terra : 192
da terraferma : 16
date sancio : 16
date segno : 16
date sole : 16
da tessere : 16
da testimonianze : 16
date tal : 16
da tetuano : 16
date vanto : 16
datevi animo : 16
datevi pace : 16
dati a : 16
dati all' : 16
dati alle : 48
dati allefiamme : 16
dati che : 16
dati contrassegni : 16
dati da : 16
dati dalla : 16
dati di : 32
dati due : 16
dati e : 16
dati gli : 16
dati i : 16
dati intorno : 16
datimi dal : 16
dati realmente : 16
dati s : 16
dati tanti : 16
dati tre : 16
dato a : 16
dato ai : 16
dato al : 64
dato alcun : 16
dato alcuno : 16
dato alle : 48
dato alterare : 16
dato argomento : 16
dato buon : 16
dato cagione : 16
dato campo : 16
da toccare : 32
dato con : 16
dato conto : 32
dato d' : 16
dato da : 80
dato degli : 16
dato del : 16
dato dell' : 16
dato di : 112
dato dritto : 16
dato fede : 16
dato felicissimo : 16
dato fine : 64
dato francolini : 16
dato giorno : 16
datogli dal : 16
da togliere : 32
dato gran : 16
dato i : 16
dato il : 176
dato in : 64
dato io : 16
dato l' : 32
dato la : 64
datole l' : 16
da tolomeo : 16
dato loro : 32
dato mai : 16
da tomaso : 16
dato molto : 32
dato motivo : 32
dato nel : 32
dato nella : 32
dato neppure : 16
dato non : 16
dato occasione : 16
dato pane : 16
dato parola : 16
dato piglio : 16
dato principio : 16
dato proprio : 16
dato qualunque : 16
dato questa : 16
dato questo : 16
dato ragguaglio : 16
da tori : 16
da tornare : 16
da tornarmene : 16
da tosare : 16
dato sempre : 16
dato sfogo : 16
datosi appena : 16
dato un : 16
dato volta : 32
da tralasciar : 16
da tranquillo : 16
da trarlo : 16
da trattar : 16
da trattare : 16
da trattarsi : 16
da tre : 48
da trenta : 16
da trifaldino : 16
da trovare : 16
da trovarne : 16
da trovarsi : 16
dattorno alla : 16
dattorno il : 16
da turchi : 16
da tutta : 48
da tutte : 128
da tutti : 416
da tutto : 112
da uccelli : 16
da udire : 16
da uguagliare : 16
da ulivi : 16
da ultimo : 32
da umile : 16
da un : 1632
da un' : 32
da una : 752
da unamatrona : 16
da ungere : 16
da uniformarsi : 16
da uno : 192
da uomini : 64
da uomo : 144
da uscire : 16
dava ai : 16
dava al : 32
dava alcuna : 16
dava allora : 16
dava altrettanti : 16
dava anche : 16
da vaccai : 16
dava da : 16
dava del : 32
dava di : 16
dava e : 16
dava egli : 16
dava fondo : 16
davagli il : 16
dava gran : 32
dava grande : 16
dava il : 32
dava indizio : 32
da valenza : 32
davale onore : 16
da valore : 16
dava loro : 16
da valoroso : 16
dava maggior : 16
dava molto : 16
davan notizia : 16
davano a : 16
davano danari : 16
davano fede : 16
davano la : 48
davano lode : 16
dava non : 16
davano noia : 16
davano segni : 16
da vantaggio : 16
davanti a : 64
davanti ad : 16
davanti agli : 64
davanti ai : 16
davanti al : 16
davanti alla : 48
davanti che : 16
davanti il : 16
davanti la : 16
davanti un : 16
dava ogni : 16
dava opera : 16
dava per : 32
dava quanto : 16
dava sancio : 16
dava segni : 16
dava senza : 16
davasi altro : 16
davasi de' : 16
davasi egli : 16
dava tuttavia : 16
dava un : 32
da vecchio : 32
da vedere : 16
da vedersi : 16
da venire : 48
da venirti : 16
da ventiquattro : 16
da vento : 128
da vero : 112
da verun : 32
da verun' : 32
da veruna : 32
da vestire : 16
da vetri : 16
da vetturali : 16
da vetturino : 32
da viaggio : 64
da vicino : 240
davide nella : 16
da vincenzo : 16
da violenza : 16
da virt : 16
da visitare : 16
da vivere : 80
da vobis : 16
da voi : 480
da volere : 16
davo per : 16
da vossignoria : 288
da vostra : 80
da vostri : 16
da vostro : 16
davvero che : 80
davvero non : 16
davvero o : 16
davvero senza : 16
davvicino da : 16
davvicino quando : 16
da zingaro : 16
da zoraida : 16
dea della : 16
dea diana : 16
de avila : 16
de bazan : 16
debba abbandonare : 16
debba amare : 16
debba attenderlo : 16
debba avere : 48
debba averle : 16
debba avermela : 16
debba cacciar : 16
debba consistere : 16
debba credere : 16
debba dare : 16
debba darti : 16
debba egli : 16
debba essa : 16
debba essere : 224
debba far : 16
debba fare : 32
debba importarmi : 16
debba inviarlo : 16
debba mai : 32
debba n : 16
debbano astenere : 16
debbano attender : 16
debbano essere : 48
debbano fare : 16
debbano gli : 16
debbano i : 16
debbano lasciar : 16
debbano le : 16
debbano mai : 16
debbano per : 16
debbano pi : 16
debbano porsi : 32
debbano tralasciare : 16
debba o : 32
debba ora : 16
debba parere : 16
debba rimanere : 16
debba rispondermi : 16
debba riuscire : 32
debba scomporre : 16
debba stare : 16
debba tagliarti : 16
debba tenersi : 16
debba tentar : 16
debba vossignoria : 16
debbe aver : 16
debbe avere : 16
debbe essere : 64
debbe esserlo : 16
debbesi avere : 16
debbe starsene : 16
debbo a : 16
debbo accusare : 16
debbo affrettarmi : 16
debbo al : 16
debbo apparecchiarmi : 16
debbo ascrivere : 16
debbo aver : 32
debbo calcare : 16
debbo col : 16
debbo confessare : 48
debbo credere : 16
debbo darvi : 16
debbo dire : 16
debbo dirigermi : 16
debbo dirti : 16
debbo eseguire : 16
debbo esser : 16
debbo io : 48
debbo metter : 16
debbon essere : 16
debbono accomodarsi : 16
debbono anch' : 16
debbono associarsi : 16
debbono averne : 16
debbono averti : 16
debbono chiamare : 16
debbono distillare : 16
debbono esser : 16
debbono essere : 208
debbono fuori : 16
debbono guardare : 16
debbono i : 48
debbono in : 16
debbono le : 16
debbono mettersi : 16
debbono non : 16
debbono occuparsi : 16
debbono osservarsi : 16
debbono per : 32
debbono pur : 16
debbono recare : 16
debbono riuscire : 16
debbono sapere : 16
debbono scrivere : 16
debbono somministrarmi : 16
debbono stampare : 16
debbono sviarli : 16
debbono temersi : 16
debbono trovar : 16
debbono volgere : 16
debbonsi cangiar : 16
debbo per : 16
debbo persuadermi : 16
debbo prima : 16
debbo regalarmi : 16
debbo restar : 16
debbo sentire : 16
debbo supplicare : 16
debbo supporre : 16
debbo temer : 16
debbo trascurare : 16
debbo viaggiare : 16
debellato avrebbe : 16
debita degli : 16
debitamente a : 16
debite cerimonie : 16
debite forme : 16
debiti da : 16
debiti o : 16
debito a : 16
debito aiuto : 16
debito assoluto : 16
debito del : 16
debito della : 32
debito di : 80
debito glieli : 16
debito il : 16
debito matrimonio : 16
debito mio : 32
debito nostro : 16
debitore della : 16
debitore di : 32
debitore per : 16
debitore ritolse : 16
debito verso : 16
debitrice di : 16
debole con : 16
debole da : 16
debole e : 112
debole la : 16
debolezza alcuna : 16
debolezza defraudi : 16
debolezza di : 16
debolezza non : 16
debolezza quando : 16
deboli a : 16
deboli cuori : 16
deboli donne : 16
deboli e : 48
debolmente lodata : 16
debolmente ragiona : 16
decadere dalla : 16
decenza d' : 16
decenza del : 16
decenza dovuta : 16
decenza e : 16
de cervantes : 32
decida ci : 16
decidano di : 16
decide la : 16
decidere quale : 16
decidere questi : 16
decidere se : 16
deciderete se : 16
decidersi se : 16
decidetevi una : 16
decidi pure : 16
decido che : 16
decina e : 16
decine o : 16
decisa di : 16
decisa perch : 16
decisa questione : 16
decisa volont : 16
decise a : 16
decise al : 16
decise allora : 16
decise d' : 16
decise di : 32
decise il : 16
decise in : 16
decisi di : 16
decisione al : 16
decisione di : 16
decisione ve : 16
decisivo che : 16
deciso ch' : 16
deciso che : 32
deciso di : 80
deciso in : 16
deciso ponderatamente : 16
deciso subito : 16
deciso volere : 16
declina mai : 16
declinando elleno : 16
declinare del : 64
decorarli d' : 16
de corde : 16
decoro che : 64
decoro con : 16
decoro della : 80
decoro di : 16
decoro dovuto : 32
decoro e : 16
decorosa gravit : 16
decorosa senza : 16
decoroso contegno : 16
decrepitezza soave : 16
decretato l' : 16
decreti del : 16
de deo : 16
dedica al : 16
dedicarle servit : 16
dedicata ad : 16
dedicati ai : 16
dedicato a : 32
dedicatosi a : 16
dedotte da : 16
dedotte dalla : 16
dedurne di : 16
dedurre che : 16
dee accompagnare : 16
dee affermare : 16
dee affliggervi : 16
dee alla : 16
dee andare : 16
dee aver : 16
dee avere : 16
dee averti : 16
dee certo : 16
dee compiersi : 16
dee conoscere : 32
dee consegnare : 16
dee considerarsi : 16
dee contentarsi : 16
dee credere : 16
dee dare : 16
dee dolermi : 16
dee ella : 16
dee esser : 16
dee essere : 32
dee fare : 32
dee farlo : 16
dee farsi : 32
dee fra : 16
dee giurare : 16
dee in : 32
dee la : 16
dee lasciar : 16
dee lasciarne : 16
dee mantenerle : 16
dee mettere : 16
dee nutrire : 16
dee obbligarmi : 16
dee occuparsi : 16
dee pagare : 16
dee patire : 16
dee per : 16
dee perci : 16
dee perdonare : 16
dee permettermi : 16
dee pi : 16
dee porsi : 16
dee portare : 16
dee prevalere : 16
dee procedere : 16
dee recar : 16
dee restarsene : 16
dee ricevere : 16
dee ridondare : 16
dee sapere : 48
dee senza : 16
dee serbare : 16
dee sgombrarle : 16
deesi per : 16
deesi poi : 16
deesi porle : 16
deesi regolare : 16
deesi tenere : 16
dee soggiornare : 16
dee stare : 32
dee terminar : 16
dee trovarsi : 32
dee valere : 16
dee valersi : 16
dee valutare : 16
dee venire : 16
dee vossignoria : 16
definire se : 16
definisce che : 16
definitiva sentenza : 16
deforme apparenza : 16
deforme e : 16
deforme il : 16
defraudando del : 16
defraudano del : 16
defraudarlo del : 16
defraudarlo della : 16
defraudarmi dell' : 16
defraudati nei : 16
defraudi la : 16
defunto come : 16
defunto disse : 16
defunto grisostomo : 16
degenerare in : 16
degeneri in : 16
deggio alla : 16
deggio parlare : 16
degli abissi : 16
degli abitanti : 16
degli abiti : 16
degli affari : 32
degli afflitti : 16
degli aforismi : 16
degli agareni : 16
degli agi : 16
degli agilli : 16
degli alberi : 64
degli alboghi : 16
degli alencastri : 16
degli almohadi : 16
degli alti : 16
degli altri : 624
degli altrui : 16
degli alveari : 16
degli amadigi : 32
degli amanti : 16
degli amici : 112
degli ammirabili : 16
degli amori : 112
degli andati : 16
degli animi : 16
degli anni : 80
degli antichi : 96
degli antipodi : 16
degli apologhi : 16
degli archi : 16
degli archibusi : 16
degli archibusieri : 16
degli arnioni : 16
degli asini : 16
degli assassini : 16
degli assennati : 16
degli atomi : 16
degli attacchi : 16
degli augur : 16
degli autori : 32
degli avanzi : 16
degli averi : 16
degli avvenimenti : 16
degli effetti : 16
degli empiastri : 16
degli eresiarchi : 16
degli erranti : 112
degli ettori : 16
degli idalghi : 16
degli incamiciati : 16
degli incantamenti : 16
degli incantatori : 16
degli infernali : 16
degli innamorati : 16
degli innumerevoli : 16
degli inutili : 16
degli occhi : 160
degli offesi : 16
degli onesti : 16
degli ordini : 16
degli orfani : 48
degli ospiti : 32
degli otri : 96
degli ottimi : 16
degli oziosi : 16
degli scacchi : 32
degli scartafacci : 16
degli scherzi : 32
degli schiaffi : 16
degli scimuniti : 16
degli sciocchi : 16
degli scorsi : 16
degli scritti : 32
degli scudieri : 32
degli sfortunati : 32
degli sgherri : 48
degli speculatori : 16
degli spettacoli : 16
degli spilletti : 16
degli splandiani : 16
degli sponsali : 16
degli sposi : 48
degli sproni : 128
degli spropositi : 16
degli stampatori : 32
degli stessi : 16
degli stranieri : 16
degli strumenti : 16
degli uccelli : 16
degli umili : 16
degli uomini : 256
degli usitati : 16
degna accoglienza : 16
degna consorte : 16
degna d' : 48
degna da : 16
degna del : 16
degna di : 256
degnamente encomiarla : 16
degnamente i : 16
degnamente un : 16
degna non : 16
degna per : 16
degna pi : 16
degna quasi : 16
degnarsi di : 16
degnasse d' : 16
degne del : 48
degne di : 192
degne le : 16
degni di : 160
degnisi di : 32
degnissima di : 16
degnissimo di : 16
degno cavaliere : 16
degno che : 16
degno compenso : 16
degno compilatore : 16
degno d' : 16
degno della : 32
degno di : 224
degno esercizio : 16
degno per : 16
degrignare e : 16
deh lasciate : 16
deh mi : 16
deh non : 48
dei balianigi : 16
dei banditi : 16
dei barbieri : 16
dei begl' : 16
dei bei : 16
dei berretti : 16
dei bisognosi : 32
dei broccati : 16
dei buoi : 32
dei buoni : 176
dei cacciatori : 16
dei cadenti : 16
dei caduti : 16
dei caldei : 16
dei campanacci : 16
dei campi : 16
dei cani : 32
dei capelli : 16
dei carcerati : 16
dei carri : 16
dei casi : 48
dei cattivi : 16
dei cavalieri : 688
dei cavalli : 32
dei celebri : 16
dei certosini : 16
dei cibi : 16
dei cieli : 16
dei cinque : 32
dei circostanti : 96
dei clarinetti : 16
dei collari : 16
dei colori : 16
dei colpi : 96
dei combattenti : 48
dei commedianti : 16
dei compagni : 48
dei concetti : 16
dei consigli : 48
dei contadi : 16
dei contadini : 16
dei conti : 80
dei coralli : 48
dei corpi : 16
dei cortili : 16
dei costumi : 16
dei cristiani : 112
dei damaschi : 16
dei danari : 32
dei danni : 32
dei danzatori : 16
dei delinquenti : 16
dei demoni : 16
dei denari : 48
dei denti : 48
dei deserti : 16
dei desider : 16
dei desolati : 16
dei diavoli : 32
dei dieci : 16
dei disciplinanti : 48
dei discreti : 16
dei disegni : 16
dei disgusti : 16
dei diversi : 16
dei dodici : 48
dei domesti : 16
dei domestici : 48
dei donativi : 32
dei doni : 16
dei doppieri : 16
dei duchi : 96
dei due : 304
dei duelli : 16
dei durissimi : 16
dei fabbri : 16
dei faggi : 16
dei falli : 16
dei fanciulli : 16
dei fati : 16
dei fatti : 96
dei favori : 16
dei feriti : 16
dei feroci : 16
dei fiaschi : 16
dei figli : 16
dei figliuoli : 16
dei fili : 16
dei filosofi : 16
dei fini : 80
dei finti : 16
dei fiori : 16
dei flauti : 16
dei folletti : 16
dei fonti : 16
dei forestieri : 16
dei fornimenti : 16
dei francesi : 32
dei fratelli : 16
dei frati : 64
dei furbi : 16
dei gaglioffi : 16
dei galeotti : 112
dei gangheri : 16
dei garamanti : 16
dei gatti : 16
dei genitori : 32
dei gentili : 16
dei ghiacci : 16
dei gi : 16
dei giganti : 32
dei giorni : 128
dei giovani : 16
dei giudici : 32
dei giudiz : 16
dei giudizi : 16
dei giudiziosi : 32
dei giuocatori : 16
dei governatori : 64
dei governi : 16
dei graffi : 16
dei gran : 48
dei granchi : 16
dei grandi : 16
dei graziosi : 16
dei greci : 16
dei guai : 16
dei gusti : 16
dei janguesi : 16
dei lacedemoni : 16
dei ladri : 16
dei lamenti : 16
dei lavacri : 16
dei leggitori : 16
dei legni : 16
dei leoni : 80
dei letterati : 32
dei libri : 192
dei limpidi : 16
dei liquidi : 16
dei loro : 400
dei lucidi : 16
dei lupi : 16
dei maggiori : 32
dei maghi : 16
dei mali : 32
dei maligni : 16
dei malvagi : 32
dei mandriani : 16
dei marignani : 16
dei mascellari : 16
dei membri : 16
dei metter : 16
dei miei : 400
deimiei figliuoli : 16
dei migliori : 96
dei miracoli : 16
dei miserabili : 32
dei moderni : 16
dei molti : 80
dei momenti : 16
dei moncada : 16
dei monti : 16
dei mori : 96
dei moti : 16
dei mugnai : 16
dei mulattieri : 16
dei muli : 16
dei mulinari : 16
dei mulini : 96
dei muratori : 16
dei muscoli : 16
dei nazionali : 32
dei negozianti : 16
dei negri : 16
dei nemici : 128
dei nervi : 16
dei nipoti : 16
dei nomi : 32
dei nostri : 496
dei nove : 16
dei nugoli : 16
dei padroni : 32
dei paesi : 48
dei pagani : 16
dei palafox : 16
dei palafreni : 16
dei palagi : 16
dei pancia : 32
dei panni : 16
dei parenti : 48
dei passati : 32
dei passeggeri : 16
dei passeggieri : 16
dei passi : 16
dei pastori : 16
dei patti : 16
dei pazzarelli : 16
dei pazzi : 16
dei peccati : 16
dei peccatori : 16
dei pellegrini : 16
dei pensieri : 32
dei perlerini : 16
dei permettere : 16
dei pessimi : 16
dei pi : 448
dei piacevoli : 16
dei piedi : 144
dei pifferi : 64
dei pizzicotti : 16
dei platonici : 16
dei poeti : 64
dei poltroni : 16
dei poverelli : 16
dei poveretti : 32
dei poveri : 48
dei pozzi : 16
dei prati : 16
dei presenti : 16
dei prestati : 16
dei prigionieri : 16
dei primi : 16
dei principali : 64
dei principi : 80
dei prodigi : 16
dei profondi : 16
dei profumi : 16
dei provar : 16
dei proverbi : 64
dei prudenti : 48
dei punti : 16
dei pupilli : 32
dei quali : 848
dei quattro : 48
dei ragazzi : 48
dei ragionamenti : 32
dei rami : 16
dei ranocchi : 16
dei rapidi : 16
dei re : 80
dei rebelle : 16
dei regali : 16
dei regni : 48
dei regolari : 16
dei rinomati : 16
dei rolandi : 16
dei ruscelli : 16
dei sagrestani : 16
dei salassi : 16
dei santi : 32
dei sapere : 32
dei sarti : 16
dei sav : 16
dei secoli : 48
dei secondi : 16
dei seguenti : 16
dei sensi : 16
dei servi : 32
dei servitori : 32
dei signori : 80
dei sofferti : 16
dei sognati : 16
dei soldati : 32
dei solenni : 16
dei sollecitatori : 16
dei solleciti : 16
dei sonagli : 16
dei sonetti : 16
dei sontuosi : 16
dei soprastanti : 16
dei sospetti : 16
dei suoceri : 16
dei suoi : 688
dei superbi : 16
dei superiori : 16
dei tamburi : 80
dei tanti : 16
dei tempi : 96
dei testimoni : 16
dei tini : 16
dei titoli : 16
dei toledani : 16
dei tori : 64
dei torti : 80
dei tradimenti : 16
dei trapassati : 16
dei travagli : 16
dei tre : 64
dei trecento : 16
dei tristi : 64
dei tuoi : 176
dei turchi : 48
dei vaccai : 16
dei valorosi : 48
dei vecchi : 16
dei vegnenti : 16
dei veneziani : 16
dei venti : 16
dei verbi : 16
dei veri : 32
dei vermi : 16
dei vetturali : 16
dei viaggi : 16
dei viaggiatori : 16
dei vicer : 16
dei vinti : 16
dei viventi : 32
dei volgari : 16
dei vostri : 176
dei zerde : 16
de l' : 16
del baccelliere : 112
del bacino : 32
del bagattelliere : 16
del bagno : 16
del balcone : 16
del balsamo : 48
del bando : 16
del barbiere : 176
del bastone : 48
del battere : 16
del beato : 16
del bello : 32
del bene : 144
del beneficio : 16
del benefizio : 32
del berocal : 16
del bestiale : 16
del bestiame : 32
del beti : 16
del beveraggio : 16
del biglietto : 16
del biscaino : 32
del bischero : 16
del bisogno : 48
del borbone : 16
del bosco : 160
del braccio : 48
del bravo : 16
del brigantino : 64
del buon : 160
del buono : 16
del burattinaio : 16
del burlatore : 16
del cacciadiavolo : 16
del cadavere : 16
del camaccio : 16
del cambio : 16
del cammino : 64
del campanile : 16
del campo : 240
del cancelliere : 16
del candeliere : 16
del candore : 16
del cane : 32
del canonico : 64
del cantore : 32
del capestro : 16
del capitano : 32
del capitolo : 16
del cappello : 16
del capraio : 96
del capriccio : 16
del capricciodiscretissimo : 16
del caprone : 16
del carnevale : 16
del caro : 16
del carpio : 64
del carro : 64
del caso : 48
del casotto : 32
del castellano : 32
del castello : 368
del catafalco : 32
del catai : 16
del cattivo : 16
del cavalier : 16
del cavaliere : 352
del cavallo : 160
del celebre : 48
del cerimoniale : 16
del cervello : 48
del che : 240
del chiaro : 16
del cid : 16
del cielo : 656
del cocchio : 96
